Tên công việc,Mức lương,Khu vực tuyển,Cấp bậc,Số lượng tuyển,Hình thức làm việc,Yêu cầu bằng cấp,Yêu cầu kinh nghiệm,Ngành nghề,Quy mô công ty,Loại công ty
Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp - Tiền Giang,11.5,Tiền Giang,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp - Đồng Tháp,11.5,Đồng Tháp,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp - Hàm Tân (Bình Thuận),11.5,Bình Thuận,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
"Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp - Lê Chân, Thủy Nguyên - Hải Phòng",11.5,Hải Phòng,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp -  Thanh Miện (Hải Dương),11.5,Hải Dương,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp - Cai Lậy (Tiền Giang),11.5,Tiền Giang,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp - Thị Xã Gò Công (Tiền Giang),11.5,Tiền Giang,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Hỗ Trợ Thanh Toán Địa Bàn Tại Vĩnh Long,17.5,Vĩnh Long,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung học,Chưa có kinh nghiệm,Bán hàng - Kinh doanh/Tài chính - Đầu tư - Chứng Khoán/Nghề nghiệp khác,Trên 300 người,1
Nam Định - Nhân Viên Hỗ Trợ Thanh Toán Tại Địa Bàn,27.5,Nam Định,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung học,Dưới 1 năm,An ninh - Bảo vệ/Ngân hàng/Tài chính - Đầu tư - Chứng Khoán,Trên 300 người,1
Hưng Yên - Nhân Viên Hỗ Trợ Thanh Toán Tại Địa Bàn,27.5,Hưng Yên,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung học,Dưới 1 năm,Bán sỉ - Bán lẻ - Quản lý cửa hàng/Vận Tải - Lái xe - Giao nhận/Thực phẩm - Đồ uống,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp - Hậu Lộc (Thanh Hóa),11.5,Thanh Hóa,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
"Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp - Sơn La, Điện Biên",11.5,"Sơn La, Điện Biên",Chuyên viên- nhân viên,5,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp - Bình Giang (Hải Dương),11.5,Hải Dương,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Điều Dưỡng Dụng Cụ,9.0,TP.HCM,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Chứng chỉ,Chưa có kinh nghiệm,Y tế - Chăm sóc sức khỏe/Nghề nghiệp khác/Hóa học - Hóa sinh,10 - 150 người,1
Nhân Viên Bảo Trì Cơ [Scg-Vkpc],9.0,Bình Dương,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Cao đẳng,Chưa có kinh nghiệm,Cơ khí - Ô tô - Tự động hóa/Vận hành - Bảo trì - Bảo dưỡng/Khoa học - Kỹ thuật,Trên 300 người,1
Nhân Viên Kinh Doanh,11.0,Đà Nẵng,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Cao đẳng,1 năm,Bán hàng - Kinh doanh/Bán sỉ - Bán lẻ - Quản lý cửa hàng/Chăm sóc khách hàng,Dưới 10 người,1
Nhân Viên Quản Lý Dự Án  Chuẩn Bị Sản Xuất Sản Phẩm Mới,11.5,Hà Nội,Chuyên viên- nhân viên,1,Toàn thời gian cố định,Đại học,1 năm,Cơ khí - Ô tô - Tự động hóa/Khoa học - Kỹ thuật,Trên 300 người,1
Kỹ Sư Shop Drawing - Cà Mau (Thu Nhập Đến 18 Triệu),14.0,Cà Mau,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Đại học,2 năm,Xây dựng/Thiết kế - Sáng tạo nghệ thuật,Trên 300 người,2
Kỹ Sư Điện,19.0,Bắc Ninh,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Cao đẳng,2 năm,Điện - Điện tử - Điện lạnh/Khoa học - Kỹ thuật/Nghề nghiệp khác,10 - 150 người,1
Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp - Hồng Ngự (Đồng Tháp),11.5,Đồng Tháp,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Việc Làm Văn Phòng_Nhân Viên CSKH (Nhắc Phí),10.0,Hà Nội,Chuyên viên- nhân viên,15,Toàn thời gian cố định,Trung học,Chưa có kinh nghiệm,Luật - Pháp Lý - Tuân thủ/Chăm sóc khách hàng/Kế toán,Trên 300 người,1
Việc Làm Văn Phòng_Tổng Đài Viên Nhắc Phí,10.0,Hà Nội,Chuyên viên- nhân viên,15,Toàn thời gian cố định,Trung học,Chưa có kinh nghiệm,Luật - Pháp Lý - Tuân thủ/Chăm sóc khách hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Trưởng Nhóm Hỗ Trợ Thanh Toán Tại Địa Bàn,27.5,"Hải Phòng, Quảng Ninh, Hải Dương",Quản lý nhóm- giám sát,1,Toàn thời gian cố định,Trung học,2 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Luật - Pháp Lý - Tuân thủ,Trên 300 người,1
Thừa Thiên Huế - Nhân Viên Hỗ Trợ Thanh Toán Tại Địa Bàn,22.5,Thừa Thiên Huế,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung học,Chưa có kinh nghiệm,Bán hàng - Kinh doanh/Tài chính - Đầu tư - Chứng Khoán/Bán sỉ - Bán lẻ - Quản lý cửa hàng,Trên 300 người,1
"Quảng Trị, Quảng Bình - Nhân Viên Hỗ Trợ Thanh Toán Tại Địa Bàn",22.5,"Quảng Trị, Quảng Bình",Chuyên viên- nhân viên,3,Toàn thời gian cố định,Trung học,Chưa có kinh nghiệm,Bán hàng - Kinh doanh/Tài chính - Đầu tư - Chứng Khoán/Bán sỉ - Bán lẻ - Quản lý cửa hàng,Trên 300 người,1
Nhân Viên Điều Dưỡng (Bệnh Viện Quốc Tế D N A),10.0,TP.HCM,Chuyên viên- nhân viên,6,Toàn thời gian cố định,Cao đẳng,1 năm,Y tế - Chăm sóc sức khỏe,Trên 300 người,2
Nữ Nhân Viên Kinh Doanh Vật Liệu Xây Dựng (10 - 30 Triệu),20.0,Hà Nội,Chuyên viên- nhân viên,3,Toàn thời gian cố định,Cao đẳng,2 năm,Bán hàng - Kinh doanh/Marketing/Bán sỉ - Bán lẻ - Quản lý cửa hàng,10 - 150 người,2
The Pizza Company - Giám Sát Nhà Hàng Fulltime (Bắc Ninh),9.0,"Bắc Ninh, Hà Nội",Quản lý nhóm- giám sát,5,Toàn thời gian cố định,Trung cấp,1 năm,Khách sạn - Nhà hàng - Du lịch/Bán hàng - Kinh doanh/Thực phẩm - Đồ uống,Trên 300 người,2
[Bến Cát-Bình Dương] Thợ Hàn Thu Nhập 10-12 Triệu,11.0,Bình Dương,Chuyên viên- nhân viên,6,Toàn thời gian cố định,Chứng chỉ,1 năm,Vận hành - Bảo trì - Bảo dưỡng/Sản xuất - Lắp ráp - Chế biến/Cơ khí - Ô tô - Tự động hóa,Trên 300 người,1
Nhân Viên Kinh Doanh Thiết Bị Điện,10.0,TP.HCM,Chuyên viên- nhân viên,7,Toàn thời gian cố định,Cao đẳng,1 năm,Bán hàng - Kinh doanh/Bán sỉ - Bán lẻ - Quản lý cửa hàng/Khoa học - Kỹ thuật,150 - 300 người,2
Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp - Đông Hải (Bạc Liêu),11.5,Bạc Liêu,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp - Giá Rai (Bạc Liêu),11.5,Bạc Liêu,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp - Tháp Mười,11.5,Đồng Tháp,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp - Tân An (Long An),11.5,Long An,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng - Kênh Trả Góp - Tỉnh Bến Tre,11.5,Bến Tre,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Kinh Doanh Biết Tiếng Nhật,22.5,Hà Nội,Chuyên viên- nhân viên,3,Toàn thời gian cố định,Không,Dưới 1 năm,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Biên phiên dịch,Dưới 10 người,1
Chuyên Viên Quan Hệ Nhà Đầu Tư (Ir),12.5,Tây Ninh,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Đại học,Dưới 1 năm,Bán hàng - Kinh doanh/Biên phiên dịch/Tài chính - Đầu tư - Chứng Khoán,Trên 300 người,2
Hà Nội - Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp),11.5,Hà Nội,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Chưa có kinh nghiệm,Bán hàng - Kinh doanh/Lao động phổ thông/Tài chính - Đầu tư - Chứng Khoán,Trên 300 người,1
Miền Bắc - Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp),11.5,"Bắc Ninh, Hà Giang, Bắc Giang, Hải Phòng, Sơn La, Quảng Ninh, Hưng Yên, Vĩnh Phúc, Nam Định, Thanh Hóa",Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Chưa có kinh nghiệm,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Lao động phổ thông,Trên 300 người,1
Phó Phòng Logistics - Tiếng Trung,17.5,TP.HCM,Quản lý cấp trung,1,Toàn thời gian cố định,Đại học,2 năm,Xuất Nhập Khẩu/Biên phiên dịch/Chăm sóc khách hàng,Dưới 10 người,1
Nữ Nhân Viên Kho Hàng (Tốt Nghiệp Ngành Dược),8.0,Hà Nội,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung cấp,Chưa có kinh nghiệm,Y tế - Chăm sóc sức khỏe/Bán sỉ - Bán lẻ - Quản lý cửa hàng/Thu mua - Kho Vận - Chuỗi cung ứng,10 - 150 người,2
Nhân Viên Marketing (Lương 10-12 Triệu),11.0,Hà Nội,Chuyên viên- nhân viên,1,Toàn thời gian cố định,Cao đẳng,2 năm,Marketing/Truyền hình - Báo chí - Biên tập/Thông tin - Truyền thông - Quảng cáo,150 - 300 người,2
Nhân Viên Kỹ Thuật Máy Thổi Nhựa PET (Hà Nội),15.0,Hà Nội,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung cấp,5 năm,Khoa học - Kỹ thuật/Cơ khí - Ô tô - Tự động hóa/Vận hành - Bảo trì - Bảo dưỡng,10 - 150 người,2
Nhân Viên Kinh Doanh Ngành Mỹ Phẩm,15.0,Hà Nội,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung cấp,Chưa có kinh nghiệm,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Y tế - Chăm sóc sức khỏe,10 - 150 người,1
"Nhân Viên Kinh Doanh Biết Tiếng Trung Hoặc Tiếng Anh (Phú Nhuận, Bình Thạnh, Tân Bình)",12.0,TP.HCM,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung cấp,Dưới 1 năm,Biên phiên dịch/Chăm sóc khách hàng/Bán hàng - Kinh doanh,Dưới 10 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) Tại Bình Định,11.5,Bình Định,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) Tại Kon Tum,11.5,Kon Tum,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) Tại Quảng Nam,11.5,Quảng Nam,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) Tại Nam Từ Liêm Hà Nội,11.5,Hà Nội,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) Tại Hà Nội - Hoài Đức,11.5,Hà Nội,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) Tại Hà Nội - Hai Bà Trưng,11.5,Hà Nội,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) Tại Bắc Giang,11.5,Bắc Giang,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) Tại Hà Giang,11.5,Hà Giang,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) Tại Hải Phòng,11.5,Hải Phòng,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) Tại Quảng Trị,11.5,Quảng Trị,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) Tại Thừa Thiên Huế,11.5,Thừa Thiên Huế,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) -  Hà Nội,11.5,Hà Nội,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) - Gia Lai,11.5,Gia Lai,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) - Bắc Ninh,11.5,Bắc Ninh,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) Tại Hà Nội - Cầu Giấy,11.5,Hà Nội,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Tư Vấn Tín Dụng (Kênh Trả Góp) Tại Hà Nội -  Đống Đa,11.5,Hà Nội,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Phiên Dịch Tiếng Trung,13.5,TP.HCM,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung học,Dưới 1 năm,Hành chính - Thư ký/Biên phiên dịch/Nghề nghiệp khác,150 - 300 người,1
Mechanical & Welder Executive Ha Nam,10.5,Hà Nam,Chuyên viên- nhân viên,1,Toàn thời gian cố định,Trung cấp,1 năm,Cơ khí - Ô tô - Tự động hóa,Trên 300 người,1
Nhân Viên Kinh Doanh,12.5,TP.HCM,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Cao đẳng,2 năm,Bán hàng - Kinh doanh/Môi trường - Xử lý chất thải/Chăm sóc khách hàng,10 - 150 người,1
Bác Sĩ Gây Mê Hồi Sức (Bệnh Viện Đa Khoa Quốc Tế D N A),22.5,TP.HCM,Quản lý cấp trung,1,Toàn thời gian cố định,Đại học,1 năm,Y tế - Chăm sóc sức khỏe/Hóa học - Hóa sinh,Trên 300 người,2
Kỹ Sư Thiết Kế Cơ Khí (Hoài Đức - Hà Nội),9.5,Hà Nội,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Đại học,1 năm,Khoa học - Kỹ thuật/Cơ khí - Ô tô - Tự động hóa/Vận hành - Bảo trì - Bảo dưỡng,10 - 150 người,2
Trưởng Bộ Phận Xử Lý Khoản Vay Trễ Hạn (Phone Collection Team Leader),30.0,TP.HCM,Quản lý nhóm- giám sát,2,Toàn thời gian cố định,Cao đẳng,4 năm,Tài chính - Đầu tư - Chứng Khoán/Ngân hàng/Bán hàng - Kinh doanh,Trên 300 người,2
Nhân Viên Lắp Ráp Khuôn (Thợ Nguội),11.5,Long An,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Không,1 năm,Khoa học - Kỹ thuật/Sản xuất - Lắp ráp - Chế biến,150 - 300 người,1
"Nho Quan, Yên Khánh - Ninh Bình: Nhân Viên Hỗ Trợ Thanh Toán Tại Địa Bàn",27.5,Ninh Bình,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung học,Chưa có kinh nghiệm,Bán sỉ - Bán lẻ - Quản lý cửa hàng/Bán hàng - Kinh doanh/Nghề nghiệp khác,Trên 300 người,1
Hải Phòng - Nhân Viên Hỗ Trợ Thanh Toán Tại Địa Bàn,22.5,Hải Phòng,Chuyên viên- nhân viên,1,Toàn thời gian cố định,Trung học,Chưa có kinh nghiệm,Bán hàng - Kinh doanh/Tài chính - Đầu tư - Chứng Khoán/Vận Tải - Lái xe - Giao nhận,Trên 300 người,1
"Như Thanh, Như Xuân - Thanh Hóa: Nhân Viên Hỗ Trợ Thanh Toán Tại Địa Bàn",22.5,Thanh Hóa,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung học,Dưới 1 năm,Bán hàng - Kinh doanh/Tài chính - Đầu tư - Chứng Khoán/Luật - Pháp Lý - Tuân thủ,Trên 300 người,1
Bình Thuận - Nhân Viên QC,6.5,Bình Thuận,Chuyên viên- nhân viên,1,Toàn thời gian cố định,Trung cấp,1 năm,Quản lý tiêu chuẩn và chất lượng/Công nghệ thực phẩm - Dinh dưỡng/Môi trường - Xử lý chất thải,Trên 300 người,2
Nhân Viên Kế Toán Thuế - Tại Hải Dương (Đi Làm Ngay),11.5,Hải Dương,Chuyên viên- nhân viên,3,Toàn thời gian cố định,Cao đẳng,1 năm,Kế toán/Kiểm toán/Nhân sự,Dưới 10 người,1
Nhân Viên Biên Phiên Dịch - Thu Nhập Đến 20 Triệu,20.0,Hà Nội,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Đại học,2 năm,Biên phiên dịch/Xuất Nhập Khẩu,10 - 150 người,2
Nhân Viên Tư Vấn Tài Chính,16.5,TP.HCM,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Cao đẳng,1 năm,Tài chính - Đầu tư - Chứng Khoán/Chăm sóc khách hàng/Bán hàng - Kinh doanh,10 - 150 người,1
